IATA3,Name,City,Country,Elevation,Latitude,Longitude
MNJ,Mananjary Airport,Mananjary,Madagascar,20,-21.201799392700195,48.358299255371094
MXM,Morombe Airport,Morombe,Madagascar,16,-21.7539005279541,43.3754997253418
TLE,Toliara Airport,Toliara,Madagascar,29,-23.383399963378906,43.72850036621094
SSY,Mbanza Congo Airport,M'banza-congo,Angola,1860,-6.269899845123291,14.246999740600586
BUG,Benguela Airport,Benguela,Angola,118,-12.609000206,13.4036998749
CAB,Cabinda Airport,Cabinda,Angola,66,-5.59699010848999,12.188400268554688
NOV,Nova Lisboa Airport,Huambo,Angola,5587,-12.808899879455566,15.760499954223633
SVP,Kuito Airport,Kuito,Angola,5618,-12.404600143433,16.947399139404
LAD,Quatro de Fevereiro Airport,Luanda,Angola,243,-8.85836982727,13.231200218199998
MEG,Malanje Airport,Malanje,Angola,3868,-9.525090217590332,16.312400817871094
SPP,Menongue Airport,Menongue,Angola,4469,-14.657600402832031,17.71980094909668
GXG,Negage Airport,Negage,Angola,4105,-7.754509925842285,15.287699699401855
PBN,Porto Amboim Airport,Porto Amboim,Angola,16,-10.722000122070312,13.76550006866455
VHC,Saurimo Airport,Saurimo,Angola,3584,-9.689069747924805,20.431900024414062
SZA,Soyo Airport,Soyo,Angola,15,-6.141089916229248,12.371800422668457
SDD,Lubango Airport,Lubango,Angola,5778,-14.924699783325195,13.574999809265137
LUO,Luena Airport,Luena,Angola,4360,-11.768099784851074,19.8976993560791
UGO,Uige Airport,Uige,Angola,2720,-7.60306978225708,15.027799606323242
XGN,Xangongo Airport,Xangongo,Angola,3635,-16.755399703979492,14.965299606323242
OYE,Oyem Airport,Oyem,Gabon,2158,1.5431100130081177,11.581399917602539
OKN,Okondja Airport,Okondja,Gabon,1325,-0.6652140021324158,13.673100471496582
LBQ,Lambarene Airport,Lambarene,Gabon,82,-0.7043889760971069,10.245699882507324
BMM,Bitam Airport,Bitam,Gabon,1969,2.0756399631500244,11.493200302124023
POG,Port Gentil Airport,Port Gentil,Gabon,13,-0.7117390036582947,8.754380226135254
OMB,Omboue Hopital Airport,Omboue Hospial,Gabon,33,-1.5747300386428833,9.262689590454102
MKU,Makokou Airport,Makokou,Gabon,1726,0.5792109966278076,12.890899658203125
LBV,Libreville Leon M'ba International Airport,Libreville,Gabon,39,0.458600014448,9.412280082699999
MVB,M'Vengue El Hadj Omar Bongo Ondimba International Airport,Franceville,Gabon,1450,-1.6561599969863892,13.437999725341797
PCP,Principe Airport,Principe,Sao Tome and Principe,591,1.6629400253295898,7.411739826202393
TMS,São Tomé International Airport,Sao Tome,Sao Tome and Principe,33,0.3781749904155731,6.7121500968933105
BEW,Beira Airport,Beira,Mozambique,33,-19.79640007019043,34.90760040283203
INH,Inhambane Airport,Inhambane,Mozambique,30,-23.876399993896484,35.40850067138672
VXC,Lichinga Airport,Lichinga,Mozambique,4505,-13.27400016784668,35.266300201416016
MPM,Maputo Airport,Maputo,Mozambique,145,-25.920799255371094,32.572601318359375
MZB,Mocímboa da Praia Airport,Mocimboa Da Praia,Mozambique,89,-11.361800193786621,40.35490036010742
MNC,Nacala Airport,Nacala,Mozambique,410,-14.488200187683105,40.71220016479492
APL,Nampula Airport,Nampula,Mozambique,1444,-15.105600357055664,39.28179931640625
POL,Pemba Airport,Pemba,Mozambique,331,-12.991762161254883,40.52401351928711
UEL,Quelimane Airport,Quelimane,Mozambique,36,-17.855499267578125,36.86909866333008
TET,Chingozi Airport,Tete,Mozambique,525,-16.104799270629883,33.640201568603516
VNX,Vilankulo Airport,Vilankulu,Mozambique,46,-22.018400192260742,35.31330108642578
DES,Desroches Airport,Desroches,Seychelles,10,-5.6967,53.6558
SEZ,Seychelles International Airport,Mahe,Seychelles,10,-4.674339771270752,55.52180099487305
PRI,Praslin Airport,Praslin,Seychelles,10,-4.3192901611328125,55.69139862060547
AEH,Abeche Airport,Abeche,Chad,1788,13.847000122070312,20.84429931640625
MQQ,Moundou Airport,Moundou,Chad,1407,8.624409675598145,16.071399688720703
NDJ,N'Djamena International Airport,N'djamena,Chad,968,12.133700370788574,15.034000396728516
FYT,Faya Largeau Airport,Faya-largeau,Chad,771,17.91710090637207,19.111099243164062
BUQ,Joshua Mqabuko Nkomo International Airport,Bulawayo,Zimbabwe,4359,-20.01740074157715,28.617900848388672
BFO,Buffalo Range Airport,Chiredzi,Zimbabwe,1421,-21.008100509643555,31.57859992980957
VFA,Victoria Falls International Airport,Victoria Falls,Zimbabwe,3490,-18.09589958190918,25.839000701904297
HRE,Harare International Airport,Harare,Zimbabwe,4887,-17.931800842285156,31.09280014038086
KAB,Kariba International Airport,Kariba,Zimbabwe,1706,-16.519800186157227,28.885000228881836
MVZ,Masvingo International Airport,Masvingo,Zimbabwe,3595,-20.055299758911133,30.859100341796875
GWE,Thornhill Air Base,Gwert,Zimbabwe,4680,-19.436399459838867,29.861900329589844
WKM,Hwange National Park Airport,Hwange National Park,Zimbabwe,3543,-18.629899978637695,27.020999908447266
BLZ,Chileka International Airport,Blantyre,Malawi,2555,-15.679100036621094,34.9739990234375
KGJ,Karonga Airport,Karonga,Malawi,1765,-9.953570365905762,33.893001556396484
LLW,Lilongwe International Airport,Lilongwe,Malawi,4035,-13.7894001007,33.78099823
ZZU,Mzuzu Airport,Mzuzu,Malawi,4115,-11.444700241088867,34.01179885864258
MSU,Moshoeshoe I International Airport,Maseru,Lesotho,5348,-29.462299346923828,27.552499771118164
FIH,Ndjili International Airport,Kinshasa,Congo (Kinshasa),1027,-4.38574981689,15.4446001053
NLO,Ndolo Airport,Kinshasa,Congo (Kinshasa),915,-4.32666015625,15.327500343323
MNB,Muanda Airport,Muanda,Congo (Kinshasa),89,-5.9308600425720215,12.351799964904785
FDU,Bandundu Airport,Bandoundu,Congo (Kinshasa),1063,-3.3113200664520264,17.38170051574707
KKW,Kikwit Airport,Kikwit,Congo (Kinshasa),1572,-5.035769939422607,18.785600662231445
MDK,Mbandaka Airport,Mbandaka,Congo (Kinshasa),1040,0.0226000007242,18.2887001038
BDT,Gbadolite Airport,Gbadolite,Congo (Kinshasa),1509,4.253210067749023,20.975299835205078
GMA,Gemena Airport,Gemena,Congo (Kinshasa),1378,3.2353699207299997,19.771299362199997
LIQ,Lisala Airport,Lisala,Congo (Kinshasa),1509,2.1706600189208984,21.49690055847168
FKI,Bangoka International Airport,Kisangani,Congo (Kinshasa),1417,0.481638997793,25.3379993439
IRP,Matari Airport,Isiro,Congo (Kinshasa),2438,2.8276100158691406,27.588300704956055
BUX,Bunia Airport,Bunia,Congo (Kinshasa),4045,1.5657199621200562,30.220800399780273
BKY,Bukavu Kavumu Airport,Bukavu/kavumu,Congo (Kinshasa),5643,-2.3089799880981445,28.808799743652344
GOM,Goma International Airport,Goma,Congo (Kinshasa),5089,-1.6708099842071533,29.238500595092773
KND,Kindu Airport,Kindu,Congo (Kinshasa),1630,-2.91917991638,25.915399551399997
FBM,Lubumbashi International Airport,Lubumashi,Congo (Kinshasa),4295,-11.5913000107,27.5308990479
KWZ,Kolwezi Airport,Kolwezi,Congo (Kinshasa),5007,-10.765899658203125,25.505699157714844
FMI,Kalemie Airport,Kalemie,Congo (Kinshasa),2569,-5.8755598068237305,29.25
KMN,Kamina Base Airport,Kamina Base,Congo (Kinshasa),3543,-8.642020225524902,25.252899169921875
KGA,Kananga Airport,Kananga,Congo (Kinshasa),2139,-5.90005016327,22.4692001343
MJM,Mbuji Mayi Airport,Mbuji-mayi,Congo (Kinshasa),2221,-6.121240139010001,23.569000244099996
BKO,Senou Airport,Bamako,Mali,1247,12.533499717712402,-7.949940204620361
GAQ,Gao Airport,Gao,Mali,870,16.24839973449707,-0.005456000100821257
KYS,Kayes Dag Dag Airport,Kayes,Mali,164,14.481200218200684,-11.404399871826172
MZI,Mopti Airport,Mopti,Mali,906,14.5128002167,-4.0795598030099995
TOM,Timbuktu Airport,Tombouctou,Mali,863,16.730499267578125,-3.007580041885376
BJL,Banjul International Airport,Banjul,Gambia,95,13.338000297546387,-16.65220069885254
FUE,Fuerteventura Airport,Fuerteventura,Spain,85,28.452699661254883,-13.863800048828125
VDE,Hierro Airport,Hierro,Spain,103,27.814800262451172,-17.887100219726562
SPC,La Palma Airport,Santa Cruz De La Palma,Spain,107,28.62649917602539,-17.755599975585938
LPA,Gran Canaria Airport,Gran Canaria,Spain,78,27.931900024414062,-15.38659954071045
ACE,Lanzarote Airport,Arrecife,Spain,46,28.945499420166016,-13.605199813842773
TFS,Tenerife South Airport,Tenerife,Spain,209,28.044500351,-16.5725002289
TFN,Tenerife Norte Airport,Tenerife,Spain,2076,28.4827003479,-16.3414993286
MLN,Melilla Airport,Melilla,Spain,156,35.279800415,-2.9562599659
FNA,Lungi International Airport,Freetown,Sierra Leone,84,8.616439819335938,-13.195500373840332
MLW,Spriggs Payne Airport,Monrovia,Liberia,25,6.289060115814209,-10.758700370788574
ROB,Roberts International Airport,Monrovia,Liberia,31,6.233789920806885,-10.362299919128418
AGA,Al Massira Airport,Agadir,Morocco,250,30.325000762939453,-9.413069725036621
TTA,Tan Tan Airport,Tan Tan,Morocco,653,28.448200225830078,-11.161299705505371
FEZ,Saïss Airport,Fes,Morocco,1900,33.9272994995,-4.977960109709999
ERH,Moulay Ali Cherif Airport,Er-rachidia,Morocco,3428,31.9475002289,-4.39833021164
MEK,Bassatine Airport,Meknes,Morocco,1890,33.87910079956055,-5.515120029449463
OUD,Angads Airport,Oujda,Morocco,1535,34.787200927734375,-1.92399001121521
RBA,Rabat-Salé Airport,Rabat,Morocco,276,34.05149841308594,-6.751520156860352
CMN,Mohammed V International Airport,Casablanca,Morocco,656,33.36750030517578,-7.589970111846924
RAK,Menara Airport,Marrakech,Morocco,1545,31.606899261499997,-8.03629970551
NNA,Kenitra Airport,Kentira,Morocco,16,34.29890060424805,-6.595880031585693
OZZ,Ouarzazate Airport,Ouarzazate,Morocco,3782,30.9391002655,-6.909430027010001
AHU,Cherif Al Idrissi Airport,Al Hociema,Morocco,95,35.177101135253906,-3.83951997756958
TTU,Saniat R'mel Airport,Tetouan,Morocco,10,35.594299316406,-5.320020198822
TNG,Ibn Batouta Airport,Tanger,Morocco,62,35.726898193400004,-5.91689014435
ZIG,Ziguinchor Airport,Ziguinchor,Senegal,75,12.5556,-16.281799
CSK,Cap Skirring Airport,Cap Skiring,Senegal,52,12.410200119018555,-16.7460994720459
KLC,Kaolack Airport,Kaolack,Senegal,26,14.146900177001953,-16.051300048828125
DKR,Léopold Sédar Senghor International Airport,Dakar,Senegal,85,14.739700317382812,-17.49020004272461
XLS,Saint Louis Airport,St. Louis,Senegal,9,16.050800323486328,-16.463199615478516
BXE,Bakel Airport,Bakel,Senegal,98,14.847299575805664,-12.468299865722656
KGG,Kédougou Airport,Kedougou,Senegal,584,12.57229995727539,-12.22029972076416
TUD,Tambacounda Airport,Tambacounda,Senegal,161,13.736800193786621,-13.65310001373291
IEO,Aioun el Atrouss Airport,Aioun El Atrouss,Mauritania,951,16.711299896240234,-9.637880325317383
TIY,Tidjikja Airport,Tidjikja,Mauritania,1363,18.570100784301758,-11.423500061035156
KFA,Kiffa Airport,Kiffa,Mauritania,424,16.59000015258789,-11.406200408935547
EMN,Néma Airport,Nema,Mauritania,751,16.621999740600586,-7.3165998458862305
KED,Kaédi Airport,Kaedi,Mauritania,66,16.159500122070312,-13.507599830627441
NKC,Nouakchott International Airport,Nouakschott,Mauritania,13,18.09819984436035,-15.94849967956543
SEY,Sélibaby Airport,Selibabi,Mauritania,219,15.179699897766113,-12.207300186157227
ATR,Atar International Airport,Atar,Mauritania,734,20.506799697875977,-13.04319953918457
NDB,Nouadhibou International Airport,Nouadhibou,Mauritania,24,20.9330997467041,-17.030000686645508
FIG,Fria Airport,Fira,Guinea,499,10.350600242615,-13.569199562073
FAA,Faranah Airport,Faranah,Guinea,1476,10.0354995728,-10.7698001862
LEK,Tata Airport,Labe,Guinea,3396,11.326100349426,-12.286800384521
SID,Amílcar Cabral International Airport,Amilcar Cabral,Cape Verde,177,16.74139976501465,-22.949399948120117
BVC,Rabil Airport,Boa Vista,Cape Verde,69,16.136499404907227,-22.888900756835938
MMO,Maio Airport,Maio,Cape Verde,36,15.155900001525879,-23.213699340820312
SNE,Preguiça Airport,Sao Nocolau Island,Cape Verde,669,16.58839988708496,-24.284700393676758
VXE,São Pedro Airport,Sao Vicente Island,Cape Verde,66,16.833200454711914,-25.055299758911133
ADD,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,7630,8.97789001465,38.799301147499996
AMH,Arba Minch Airport,Arba Minch,Ethiopia,3901,6.0393900871276855,37.59049987792969
AXU,Axum Airport,Axum,Ethiopia,6959,14.14680004119873,38.77280044555664
BJR,Bahir Dar Airport,Bahar Dar,Ethiopia,5978,11.608099937438965,37.32160186767578
DIR,Aba Tenna Dejazmach Yilma International Airport,Dire Dawa,Ethiopia,3827,9.624699592590332,41.85419845581055
GMB,Gambella Airport,Gambella,Ethiopia,1614,8.12876033782959,34.5630989074707
GDQ,Gonder Airport,Gondar,Ethiopia,6449,12.51990032196045,37.433998107910156
JIM,Jimma Airport,Jimma,Ethiopia,5500,7.66609001159668,36.81660079956055
LLI,Lalibella Airport,Lalibella,Ethiopia,6506,11.975000381469727,38.97999954223633
MQX,Mekele Airport,Makale,Ethiopia,7396,13.467399597167969,39.53350067138672
ASO,Asosa Airport,Asosa,Ethiopia,5100,10.018500328063965,34.586299896240234
BJM,Bujumbura International Airport,Bujumbura,Burundi,2582,-3.3240199089050293,29.318500518798828
HGA,Egal International Airport,Hargeisa,Somalia,4423,9.518170356750488,44.08879852294922
BBO,Berbera Airport,Berbera,Somalia,30,10.389200210571289,44.94110107421875
KMU,Kisimayu Airport,Kismayu,Somalia,49,-0.3773530125617981,42.45920181274414
ALY,El Nouzha Airport,Alexandria,Egypt,-6,31.183900833129883,29.94890022277832
ABS,Abu Simbel Airport,Abu Simbel,Egypt,616,22.375999450699997,31.611700058
CAI,Cairo International Airport,Cairo,Egypt,382,30.12190055847168,31.40559959411621
HRG,Hurghada International Airport,Hurghada,Egypt,52,27.178300857543945,33.799400329589844
EGR,El Gora Airport,El Gorah,Egypt,324,31.068559,34.129629
LXR,Luxor International Airport,Luxor,Egypt,294,25.670999527,32.706600189199996
MUH,Mersa Matruh Airport,Mersa-matruh,Egypt,94,31.3253993988,27.221700668300002
PSD,Port Said Airport,Port Said,Egypt,8,31.279399871826172,32.2400016784668
SKV,St Catherine International Airport,St. Catherine,Egypt,4368,28.685300827,34.0625
ASW,Aswan International Airport,Aswan,Egypt,662,23.9643993378,32.8199996948
ELT,El Tor Airport,El-tor,Egypt,115,28.208999633789062,33.64550018310547
EDL,Eldoret International Airport,Eldoret,Kenya,6941,0.4044579863548279,35.23889923095703
KIS,Kisumu Airport,Kisumu,Kenya,3734,-0.0861390009522438,34.72890090942383
KTL,Kitale Airport,Kitale,Kenya,6070,0.9719889760017395,34.95859909057617
LOK,Lodwar Airport,Lodwar,Kenya,1715,3.1219699382781982,35.608699798583984
LAU,Manda Airstrip,Lamu,Kenya,20,-2.252419948577881,40.91310119628906
MBA,Mombasa Moi International Airport,Mombasa,Kenya,200,-4.034830093383789,39.594200134277344
WIL,Nairobi Wilson Airport,Nairobi,Kenya,5536,-1.321720004081726,36.81480026245117
WJR,Wajir Airport,Wajir,Kenya,770,1.733240008354187,40.09159851074219
GHT,Ghat Airport,Ghat,Libya,2296,25.1455993652,10.142600059500001
AKF,Kufra Airport,Kufra,Libya,1367,24.178699493408203,23.31399917602539
BEN,Benina International Airport,Benghazi,Libya,433,32.096801757799994,20.2695007324
SEB,Sabha Airport,Sebha,Libya,1427,26.98699951171875,14.47249984741211
TIP,Tripoli International Airport,Tripoli,Libya,263,32.6635017395,13.1590003967
LTD,Ghadames East Airport,Ghadames,Libya,1122,30.15169906616211,9.715310096740723
GYI,Gisenyi Airport,Gisenyi,Rwanda,5082,-1.6771999597549438,29.258899688720703
KGL,Kigali International Airport,Kigali,Rwanda,4859,-1.9686299562499998,30.1394996643
KME,Kamembe Airport,Kamembe,Rwanda,5192,-2.462239980697632,28.907899856567383
DOG,Dongola Airport,Dongola,Sudan,772,19.153900146499996,30.430099487299998
ELF,El Fasher Airport,El Fasher,Sudan,2393,13.614899635314941,25.324600219726562
KSL,Kassala Airport,Kassala,Sudan,1671,15.387499809265137,36.328800201416016
EBD,El Obeid Airport,El Obeid,Sudan,1927,13.153200149536133,30.23270034790039
JUB,Juba International Airport,Juba,South Sudan,1513,4.87201023102,31.6011009216
MAK,Malakal Airport,Malakal,Sudan,1291,9.55897045135498,31.65220069885254
KRT,Khartoum International Airport,Khartoum,Sudan,1265,15.589500427246094,32.553199768066406
ARK,Arusha Airport,Arusha,Tanzania,4550,-3.3677899837493896,36.63330078125
DAR,Julius Nyerere International Airport,Dar Es Salaam,Tanzania,182,-6.87810993195,39.202598571799996
DOD,Dodoma Airport,Dodoma,Tanzania,3673,-6.170440196990967,35.752601623535156
IRI,Iringa Airport,Iringa,Tanzania,4678,-7.668630123138428,35.75210189819336
JRO,Kilimanjaro International Airport,Kilimanjaro,Tanzania,2932,-3.42940998077,37.0745010376
LKY,Lake Manyara Airport,Lake Manyara,Tanzania,4150,-3.376310110092163,35.81829833984375
MYW,Mtwara Airport,Mtwara,Tanzania,371,-10.339099884033203,40.181800842285156
MWZ,Mwanza Airport,Mwanza,Tanzania,3763,-2.4444899559020996,32.932701110839844
PMA,Pemba Airport,Pemba,Tanzania,80,-5.257259845733643,39.8114013671875
TGT,Tanga Airport,Tanga,Tanzania,129,-5.092360019683838,39.07120132446289
ZNZ,Abeid Amani Karume International Airport,Zanzibar,Tanzania,54,-6.222020149229999,39.224899292
EBB,Entebbe International Airport,Entebbe,Uganda,3782,0.042385999113321304,32.44350051879883
SRT,Soroti Airport,Soroti,Uganda,3697,1.7276899814605713,33.622798919677734
TIA,Tirana International Airport Mother Teresa,Tirana,Albania,126,41.4146995544,19.7206001282
BOJ,Burgas Airport,Bourgas,Bulgaria,135,42.56959915161133,27.515199661254883
GOZ,Gorna Oryahovitsa Airport,Gorna Orechovica,Bulgaria,285,43.15140151977539,25.712900161743164
PDV,Plovdiv International Airport,Plovdiv,Bulgaria,597,42.067799,24.8508
SOF,Sofia Airport,Sofia,Bulgaria,1742,42.696693420410156,23.411436080932617
VAR,Varna Airport,Varna,Bulgaria,230,43.232101,27.8251
LCA,Larnaca International Airport,Larnaca,Cyprus,8,34.875099182128906,33.624900817871094
PFO,Paphos International Airport,Paphos,Cyprus,41,34.71799850463867,32.48569869995117
AKT,RAF Akrotiri,Akrotiri,Cyprus,76,34.590401,32.9879
DBV,Dubrovnik Airport,Dubrovnik,Croatia,527,42.5614013671875,18.268199920654297
OSI,Osijek Airport,Osijek,Croatia,290,45.46269989013672,18.810199737548828
PUY,Pula Airport,Pula,Croatia,274,44.89350128173828,13.922200202941895
RJK,Rijeka Airport,Rijeka,Croatia,278,45.21689987182617,14.570300102233887
SPU,Split Airport,Split,Croatia,79,43.53889846801758,16.29800033569336
ZAG,Zagreb Airport,Zagreb,Croatia,353,45.7429008484,16.0687999725
ZAD,Zemunik Airport,Zadar,Croatia,289,44.108299255371094,15.346699714660645
ALC,Alicante International Airport,Alicante,Spain,142,38.28219985961914,-0.5581560134887695
LEI,Almería International Airport,Almeria,Spain,70,36.84389877319336,-2.3701000213623047
OVD,Asturias Airport,Aviles,Spain,416,43.5635986328125,-6.0346198081970215
ODB,Córdoba Airport,Cordoba,Spain,297,37.84199905395508,-4.848879814147949
BIO,Bilbao Airport,Bilbao,Spain,138,43.30110168457031,-2.9106099605560303
BCN,Barcelona International Airport,Barcelona,Spain,12,41.297100067139,2.0784599781036
BJZ,Badajoz Airport,Badajoz,Spain,609,38.891300201416016,-6.8213300704956055
LCG,A Coruña Airport,La Coruna,Spain,326,43.302101135253906,-8.377260208129883
GRO,Girona Airport,Gerona,Spain,468,41.901000977,2.7605500221
GRX,Federico Garcia Lorca Airport,Granada,Spain,1860,37.18870162963867,-3.777359962463379
IBZ,Ibiza Airport,Ibiza,Spain,24,38.872898101800004,1.3731199502899998
XRY,Jerez Airport,Jerez,Spain,93,36.744598388671875,-6.060110092163086
MJV,San Javier Airport,Murcia,Spain,11,37.775001525878906,-0.8123890161514282
MAD,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,1998,40.471926,-3.56264
AGP,Málaga Airport,Malaga,Spain,53,36.67490005493164,-4.499110221862793
MAH,Menorca Airport,Menorca,Spain,302,39.86259841918945,4.218649864196777
OZP,Moron Air Base,Sevilla,Spain,285,37.17490005493164,-5.615940093994141
PNA,Pamplona Airport,Pamplona,Spain,1504,42.77000045776367,-1.6463299989700317
REU,Reus Air Base,Reus,Spain,233,41.14739990234375,1.1671700477600098
SLM,Salamanca Airport,Salamanca,Spain,2595,40.95209884643555,-5.501989841461182
EAS,San Sebastian Airport,San Sebastian,Spain,16,43.35649871826172,-1.7906099557876587
SCQ,Santiago de Compostela Airport,Santiago,Spain,1213,42.89630126953125,-8.415140151977539
LEU,Pirineus - la Seu d'Urgel Airport,Seo De Urgel,Spain,2625,42.3386,1.40917
TOJ,Torrejón Airport,Madrid,Spain,2026,40.496700286865234,-3.4458699226379395
VLC,Valencia Airport,Valencia,Spain,240,39.48929977416992,-0.4816249907016754
VLL,Valladolid Airport,Valladolid,Spain,2776,41.7061004639,-4.85194015503
VIT,Vitoria/Foronda Airport,Vitoria,Spain,1682,42.8828010559082,-2.7244699001312256
VGO,Vigo Airport,Vigo,Spain,856,42.2318000793457,-8.62677001953125
SDR,Santander Airport,Santander,Spain,16,43.427101135253906,-3.82000994682312
ZAZ,Zaragoza Air Base,Zaragoza,Spain,863,41.66619873046875,-1.0415500402450562
SVQ,Sevilla Airport,Sevilla,Spain,112,37.417999267578125,-5.8931097984313965
CQF,Calais-Dunkerque Airport,Calais,France,12,50.962100982666016,1.954759955406189
LTQ,Le Touquet-Côte d'Opale Airport,Le Tourquet,France,36,50.517398834228516,1.6205899715423584
AGF,Agen-La Garenne Airport,Agen,France,204,44.17470169067383,0.5905560255050659
BOD,Bordeaux-Mérignac Airport,Bordeaux,France,162,44.828300476100004,-0.715556025505
EGC,Bergerac-Roumanière Airport,Bergerac,France,171,44.82529830932617,0.5186110138893127
CNG,Cognac-Châteaubernard (BA 709) Air Base,Cognac,France,102,45.65829849243164,-0.3174999952316284
PIS,Poitiers-Biard Airport,Poitiers,France,423,46.58769989013672,0.30666598677635193
MCU,Montluçon-Guéret Airport,Montlucon-gueret,France,1497,46.222599029541016,2.363960027694702
LIG,Limoges Airport,Limoges,France,1300,45.86280059814453,1.1794400215148926
NIT,Niort-Souché Airport,Niort,France,203,46.313477,-0.394529
TLS,Toulouse-Blagnac Airport,Toulouse,France,499,43.629101,1.36382
PUF,Pau Pyrénées Airport,Pau,France,616,43.380001068115234,-0.41861099004745483
LDE,Tarbes-Lourdes-Pyrénées Airport,Tarbes,France,1260,43.1786994934082,-0.006438999902456999
ANG,Angoulême-Brie-Champniers Airport,Angouleme,France,436,45.72919845581055,0.22145600616931915
BVE,Toul Rosières Air Base,Brive,France,936,48.780001,5.980003
PGX,Périgueux-Bassillac Airport,Perigueux,France,328,45.19810104370117,0.815555989742279
BIQ,Biarritz-Anglet-Bayonne Airport,Biarritz-bayonne,France,245,43.4683333,-1.5311111
XAC,Arcachon-La Teste-de-Buch Airport,Arcachon,France,49,44.596401,-1.11083
LBI,Albi-Le Séquestre Airport,Albi,France,564,43.91389846801758,2.1130599975585938
DCM,Castres-Mazamet Airport,Castres,France,788,43.55630111694336,2.289180040359497
RDZ,Rodez-Marcillac Airport,Rodez,France,1910,44.407901763916016,2.4826700687408447
RYN,Royan-Médis Airport,Royan,France,72,45.62810134887695,-0.9725000262260437
RCO,Rochefort-Saint-Agnant (BA 721) Airport,Rochefort,France,60,45.88779830932617,-0.9830560088157654
CMR,Colmar-Houssen Airport,Colmar,France,628,48.109901428222656,7.359010219573975
DLE,Dole-Tavaux Airport,Dole,France,645,47.042686,5.435061
OBS,Aubenas-Ardèche Méridional Airport,Aubenas-vals-lanas,France,923,44.5442008972,4.37218999863
LPY,Le Puy-Loudes Airport,Le Puy,France,2731,45.0806999206543,3.762890100479126
XBK,Bourg-Ceyzériat Airport,Bourg,France,857,46.20090103149414,5.292029857635498
XVF,Villefranche-Tarare Airport,Vilefrance,France,1076,45.919983,4.634931
XMU,Moulins-Montbeugny Airport,Moulins,France,915,46.53459930419922,3.423719882965088
ETZ,Metz-Nancy-Lorraine Airport,Metz,France,870,48.9821014404,6.25131988525
BIA,Bastia-Poretta Airport,Bastia,France,26,42.55270004272461,9.48373031616211
CLY,Calvi-Sainte-Catherine Airport,Calvi,France,209,42.5244444,8.7930556
FSC,Figari Sud-Corse Airport,Figari,France,87,41.5005989074707,9.097780227661133
AJA,Ajaccio-Napoléon Bonaparte Airport,Ajaccio,France,18,41.92359924316406,8.8029203414917
SOZ,Solenzara (BA 126) Air Base,Solenzara,France,28,41.924400329589844,9.406000137329102
AUF,Auxerre-Branches Airport,Auxerre,France,523,47.85020065307617,3.497109889984131
CMF,Chambéry-Savoie Airport,Chambery,France,779,45.638099670410156,5.880229949951172
CFE,Clermont-Ferrand Auvergne Airport,Clermont-Ferrand,France,1090,45.7867012024,3.1691699028
BOU,Bourges Airport,Bourges,France,529,47.058101654052734,2.3702800273895264
XCD,Chalon-Champforgeuil Airport,Chalon,France,623,46.82609939575195,4.817629814147949
QNJ,Annemasse Airport,Annemasse,France,1620,46.1920013428,6.268390178680001
LYS,Lyon Saint-Exupéry Airport,Lyon,France,821,45.7255556,5.0811111
QNX,Mâcon-Charnay Airport,Macon,France,728,46.295101,4.79577
RNE,Roanne-Renaison Airport,Roanne,France,1106,46.05830001831055,4.001389980316162
NCY,Annecy-Haute-Savoie-Mont Blanc Airport,Annecy,France,1521,45.9308333,6.1063889
GNB,Grenoble-Isère Airport,Grenoble,France,1302,45.36289978027344,5.329370021820068
VAF,Valence-Chabeuil Airport,Valence,France,525,44.9216,4.9699
VHY,Vichy-Charmeil Airport,Vichy,France,817,46.169700622558594,3.4037399291992188
AUR,Aurillac Airport,Aurillac,France,2096,44.89139938354492,2.4219400882720947
CHR,Châteauroux-Déols \"Marcel Dassault\" Airport,Chateauroux,France,529,46.86027778,1.7211111
LYN,Lyon-Bron Airport,Lyon,France,659,45.72719955444336,4.944270133972168
QXB,Aix-en-Provence (BA 114) Airport,Aix-les-milles,France,367,43.5056,5.36778
CEQ,Cannes-Mandelieu Airport,Cannes,France,13,43.54199981689453,6.953479766845703
EBU,Saint-Étienne-Bouthéon Airport,St-Etienne,France,1325,45.54059982299805,4.296390056610107
CCF,Carcassonne Airport,Carcassonne,France,433,43.215999603271484,2.3063199520111084
MRS,Marseille Provence Airport,Marseille,France,74,43.439271922,5.22142410278
NCE,Nice-Côte d'Azur Airport,Nice,France,12,43.6584014893,7.215869903560001
PGF,Perpignan-Rivesaltes (Llabanère) Airport,Perpignan,France,144,42.74039840698242,2.8706700801849365
CTT,Le Castellet Airport,Le Castellet,France,1391,43.252498626708984,5.785190105438232
MPL,Montpellier-Méditerranée Airport,Montpellier,France,17,43.57619857788086,3.96301007270813
BZR,Béziers-Vias Airport,Beziers,France,56,43.32350158691406,3.3538999557495117
AVN,Avignon-Caumont Airport,Avignon,France,124,43.90729904174805,4.901830196380615
MEN,Mende-Brenoux Airport,Mende,France,3362,44.50210189819336,3.532819986343384
BVA,Paris Beauvais Tillé Airport,Beauvais,France,359,49.45439910888672,2.1127800941467285
LEH,Le Havre Octeville Airport,Le Havre,France,313,49.53390121459961,0.08805599808692932
ORE,Orléans-Bricy (BA 123) Air Base,Orleans,France,412,47.9878005981,1.7605600357100002
